Ticker,Sector,Entry,EntryRaw,Close,MktCap_KRW_T,EV,Prob,RR,Score,VolRatio,RSI,ATR%,ADX,RS_vs_SPY,PctOff52H,Trigger,EntryHint,Invalidation,Reasons,MACDTrigger,Note,EntryPrice,StopPrice,TargetPrice,Shares,PosValue,Avg$Vol,P,Promoted
BTI,Consumer Defensive,WATCH_BREAKOUT,WATCH_BREAKOUT,62.67,189.0,-0.21,0.79,,43,0.82,53.4,2.08,20.2,,0.9,트리거: 63.22 상향 돌파(20D High),63.22 돌파+거래량 동반 시,SMA50(58.64) 이탈 또는 Stop 60.07,"20D high 근접, MACD 완만개선, RSI 53",,현재 Vol 0.82x,,,,,,340909479,3,False
CBOE,Financial Services,WATCH_BREAKOUT,WATCH_BREAKOUT,292.3,42.0,-0.24,0.76,,43,0.63,67.5,2.61,19.1,,0.9,트리거: 295.00 상향 돌파(20D High),295.00 돌파+거래량 동반 시,SMA50(267.20) 이탈 또는 Stop 277.03,"20D high 근접, MACD 완만개선, RSI 67",,현재 Vol 0.63x,,,,,,258054202,3,False
AWK,Utilities,WATCH_BREAKOUT,WATCH_BREAKOUT,134.32,38.1,-0.24,0.76,,43,0.59,67.0,2.74,36.6,,13.6,트리거: 135.00 상향 돌파(20D High),135.00 돌파+거래량 동반 시,SMA50(130.09) 이탈 또는 Stop 126.96,"20D high 근접, MACD 완만개선, RSI 67",,현재 Vol 0.59x,,,,,,251799615,3,False
AVB,Real Estate,WATCH_BREAKOUT,WATCH_BREAKOUT,179.67,36.5,-0.23,0.77,,43,1.05,71.4,2.02,14.4,,22.0,트리거: 181.37 상향 돌파(20D High),181.37 돌파+거래량 동반 시,SMA50(178.63) 이탈 또는 Stop 172.42,"20D high 근접, MACD 완만개선, RSI 71",,현재 Vol 1.05x,,,,,,209475968,3,False
NTR,Basic Materials,WATCH_BREAKOUT,WATCH_BREAKOUT,73.13,50.7,-0.24,0.76,,43,0.73,68.5,2.58,28.7,,0.6,트리거: 73.55 상향 돌파(20D High),73.55 돌파+거래량 동반 시,SMA50(66.78) 이탈 또는 Stop 69.36,"20D high 근접, MACD 완만개선, RSI 68",,현재 Vol 0.73x,,,,,,199538073,3,False
EVRG,Utilities,WATCH_BREAKOUT,WATCH_BREAKOUT,82.99,27.9,-0.23,0.77,,43,1.07,70.3,2.1,53.9,,0.5,트리거: 83.19 상향 돌파(20D High),83.19 돌파+거래량 동반 시,SMA50(76.24) 이탈 또는 Stop 79.50,"20D high 근접, MACD 완만개선, RSI 70",,현재 Vol 1.07x,,,,,,189740564,3,False
AFG,Financial Services,WATCH_BREAKOUT,WATCH_BREAKOUT,133.35,15.7,-0.21,0.79,,43,0.71,64.6,1.86,9.7,,11.1,트리거: 132.70 상향 돌파(20D High),132.70 돌파+거래량 동반 시,SMA50(132.28) 이탈 또는 Stop 128.39,"20D high 근접, MACD 완만개선, RSI 65",,현재 Vol 0.71x,,,,,,92862987,3,False
FOLD,Healthcare,WATCH_BREAKOUT,WATCH_BREAKOUT,14.33,6.6,-0.23,0.77,,43,0.95,63.2,0.26,34.5,,0.3,트리거: 14.37 상향 돌파(20D High),14.37 돌파+거래량 동반 시,SMA50(14.02) 이탈 또는 Stop 14.25,"20D high 근접, MACD 완만개선, RSI 63",,현재 Vol 0.95x,,,,,,83822045,3,False
SIG,Consumer Cyclical,WATCH_BREAKOUT,WATCH_BREAKOUT,100.2,5.4,-0.21,0.79,,43,0.87,62.0,4.16,11.0,,9.1,트리거: 99.78 상향 돌파(20D High),99.78 돌파+거래량 동반 시,SMA50(90.58) 이탈 또는 Stop 91.86,"20D high 근접, MACD 완만개선, RSI 62",,현재 Vol 0.87x,,,,,,73305492,3,False
CSGS,Technology,WATCH_BREAKOUT,WATCH_BREAKOUT,79.88,3.3,-0.23,0.77,,43,0.56,50.5,0.38,37.3,,1.0,트리거: 80.67 상향 돌파(20D High),80.67 돌파+거래량 동반 시,SMA50(78.87) 이탈 또는 Stop 79.27,"20D high 근접, MACD 완만개선, RSI 51",,현재 Vol 0.56x,,,,,,30952924,3,False
APLE,Real Estate,WATCH_BREAKOUT,WATCH_BREAKOUT,12.57,4.3,-0.24,0.76,,43,0.95,69.2,2.56,14.9,,16.0,트리거: 12.60 상향 돌파(20D High),12.60 돌파+거래량 동반 시,SMA50(12.17) 이탈 또는 Stop 11.93,"20D high 근접, MACD 완만개선, RSI 69",,현재 Vol 0.95x,,,,,,28735811,3,False
KO,Consumer Defensive,WATCH_BREAKOUT,WATCH_BREAKOUT,80.5,497.9,-0.22,0.78,,40,0.63,61.2,1.65,48.5,,0.7,트리거: 81.09 상향 돌파(20D High),81.09 돌파+거래량 동반 시,SMA50(73.66) 이탈 또는 Stop 77.85,"20D high 근접, RSI 61",,현재 Vol 0.63x,,,,,,1597129085,3,False
UNP,Industrials,WATCH_BREAKOUT,WATCH_BREAKOUT,265.45,226.5,-0.25,0.75,,40,0.68,72.0,1.77,83.5,,0.9,트리거: 267.88 상향 돌파(20D High),267.88 돌파+거래량 동반 시,SMA50(241.29) 이탈 또는 Stop 256.07,"20D high 근접, RSI 72",,현재 Vol 0.68x,,,,,,1006928354,3,False
MCK,Healthcare,WATCH_BREAKOUT,WATCH_BREAKOUT,974.45,168.9,-0.21,0.79,,40,0.52,54.5,2.57,41.7,,0.3,트리거: 971.93 상향 돌파(20D High),971.93 돌파+거래량 동반 시,SMA50(862.37) 이탈 또는 Stop 924.44,"20D high 근접, RSI 55",,현재 Vol 0.52x,,,,,,804347968,3,False
ERIC,Technology,WATCH_BREAKOUT,WATCH_BREAKOUT,11.29,56.0,-0.22,0.78,,40,0.66,60.6,1.7,31.5,,0.8,트리거: 11.38 상향 돌파(20D High),11.38 돌파+거래량 동반 시,SMA50(10.28) 이탈 또는 Stop 10.91,"20D high 근접, RSI 61",,현재 Vol 0.66x,,,,,,84764610,3,False
AG,Basic Materials,WATCH_BREAKOUT,WATCH_BREAKOUT,31.1,16.5,-0.38,0.62,,33,0.87,79.6,6.27,27.4,,0.3,트리거: 30.15 상향 돌파(20D High),30.15 돌파+거래량 동반 시,SMA50(21.32) 이탈 또는 Stop 27.20,"20D high 근접, MACD 완만개선",,현재 Vol 0.87x,,,,,,679648900,3,False
CDE,Basic Materials,WATCH_BREAKOUT,WATCH_BREAKOUT,26.56,21.1,-0.38,0.62,,33,0.84,76.4,6.21,20.1,,4.4,트리거: 26.50 상향 돌파(20D High),26.50 돌파+거래량 동반 시,SMA50(21.34) 이탈 또는 Stop 23.26,"20D high 근접, MACD 완만개선",,현재 Vol 0.84x,,,,,,588721375,3,False
CLH,Industrials,WATCH_BREAKOUT,WATCH_BREAKOUT,292.53,21.5,-0.32,0.68,,33,0.94,74.1,2.99,46.9,,0.2,트리거: 288.81 상향 돌파(20D High),288.81 돌파+거래량 동반 시,SMA50(258.00) 이탈 또는 Stop 275.06,"20D high 근접, MACD 완만개선",,현재 Vol 0.94x,,,,,,155099243,3,False
FLTW,Unknown,WATCH_BREAKOUT,WATCH_BREAKOUT,73.82,,-0.31,0.69,,33,1.19,80.1,2.04,36.5,,1.0,트리거: 74.56 상향 돌파(20D High),74.56 돌파+거래량 동반 시,SMA50(65.57) 이탈 또는 Stop 70.80,"20D high 근접, MACD 완만개선",,현재 Vol 1.19x,,,,,,33287704,3,False
NFLX,Communication Services,WATCH_BREAKOUT,WATCH_BREAKOUT,84.59,510.5,-0.17,0.83,,32,1.52,57.4,3.47,24.6,,36.9,트리거: 85.27 상향 돌파(20D High) | 품질: close_not_confirm(need>85.36),85.27 위 '종가확인' + 거래량 유지 시,SMA50(86.30) 이탈 또는 Stop 78.72,"Vol 1.5x, MACD 완만개선, RSI 57",,"돌파 품질 미충족: close_not_confirm(need>85.36) (Vol 1.52x, 기준 1.5x)",,,,,,3653262415,3,False
