Ticker,Sector,Entry,EntryRaw,Close,MktCap_KRW_T,EV,Prob,RR,Score,VolRatio,RSI,ATR%,ADX,RS_vs_SPY,PctOff52H,Trigger,EntryHint,Invalidation,Reasons,MACDTrigger,Note,EntryPrice,StopPrice,TargetPrice,Shares,PosValue,Avg$Vol,P,Promoted
CSGS,Technology,WATCH_BREAKOUT,WATCH_BREAKOUT,79.9,33286.0,4.24,0.77,5.8,43,0.89,45.3,0.34,37.5,종목 0.3% vs SPY -1.2%,1.0,트리거: 80.67 상향 돌파(20D High),80.67 돌파+거래량 동반 시,SMA50(78.93) 이탈 또는 Stop 79.35,"20D high 근접, MACD 완만개선, RSI 45",,현재 Vol 0.89x,79.9,79.35,83.09,754.0,60245.0,30922850,3,False
FOLD,Healthcare,WATCH_BREAKOUT,WATCH_BREAKOUT,14.37,65720.0,3.95,0.74,5.72,43,0.53,66.7,0.27,36.0,종목 0.7% vs SPY -1.2%,0.1,트리거: 14.37 상향 돌파(20D High),14.37 돌파+거래량 동반 시,SMA50(14.09) 이탈 또는 Stop 14.29,"20D high 근접, MACD 완만개선, RSI 67",,현재 Vol 0.53x,14.37,14.29,14.81,5379.0,77296.0,82274044,3,False
MARA,Financial Services,WATCH_BREAKOUT,WATCH_BREAKOUT,8.94,42411.0,2.59,0.85,3.22,32,1.97,58.9,7.49,48.6,종목 -9.3% vs SPY -1.2%,61.9,트리거: 9.83 상향 돌파(20D High) | 품질: close_not_confirm(need>9.84) / gap_atr_high(1.84),9.83 위 '종가확인' + 거래량 유지 시,SMA50(9.37) 이탈 또는 Stop 7.60,"Vol 2.0x, MACD 완만개선, RSI 59",,"돌파 품질 미충족: close_not_confirm(need>9.84) / gap_atr_high(1.84) (Vol 1.97x, 기준 1.5x)",8.94,7.6,13.26,310.0,2771.0,421598375,3,False
ORI,Financial Services,WATCH_BREAKOUT,WATCH_BREAKOUT,42.87,154217.0,2.07,0.73,3.18,18,1.13,60.3,1.94,41.3,종목 9.7% vs SPY -1.2%,8.3,트리거: 43.32 상향 돌파(20D High),43.32 돌파+거래량 동반 시,SMA50(42.58) 이탈 또는 Stop 41.21,"MACD 완만개선, RSI 60",,현재 Vol 1.13x,42.87,41.21,48.16,249.0,10675.0,84147238,3,False
PGR,Financial Services,WATCH_BREAKOUT,WATCH_BREAKOUT,213.66,1738707.0,2.09,0.76,3.08,43,0.99,65.5,2.35,16.3,종목 2.6% vs SPY -1.2%,27.1,트리거: 212.15 상향 돌파(20D High),212.15 돌파+거래량 동반 시,SMA50(211.52) 이탈 또는 Stop 203.64,"20D high 근접, MACD 완만개선, RSI 65",,현재 Vol 0.99x,213.66,203.64,244.56,41.0,8760.0,696140984,3,False
HL,Basic Materials,WATCH_BREAKOUT,WATCH_BREAKOUT,24.91,221712.0,1.74,0.68,3.03,18,0.97,57.8,6.81,23.2,종목 -5.4% vs SPY -1.2%,27.1,트리거: 25.21 상향 돌파(20D High),25.21 돌파+거래량 동반 시,SMA50(23.14) 이탈 또는 Stop 21.52,"MACD 완만개선, RSI 58",,현재 Vol 0.97x,24.91,21.52,35.2,122.0,3039.0,565024633,3,False
NFLX,Communication Services,WATCH_BREAKOUT,WATCH_BREAKOUT,96.24,5104724.0,2.02,0.92,2.29,61,3.7,69.8,3.81,25.8,종목 15.7% vs SPY -1.2%,28.2,트리거: 86.50 상향 돌파(20D High) | 품질: gap_atr_high(2.65),86.50 위 '종가확인' + 거래량 유지 시,SMA50(86.35) 이탈 또는 Stop 88.90,"20D high 근접, Vol 3.7x (강함), MACD 완만개선, RSI 70",,"돌파 품질 미충족: gap_atr_high(2.65) (Vol 3.70x, 기준 1.5x)",96.24,88.9,113.02,56.0,5389.0,4510918350,3,False
CEG,Utilities,WATCH_BREAKOUT,WATCH_BREAKOUT,329.88,1529812.0,1.1,0.66,2.17,33,0.8,83.8,4.36,38.6,종목 14.8% vs SPY -1.2%,20.1,트리거: 327.64 상향 돌파(20D High),327.64 돌파+거래량 동반 시,SMA50(314.24) 이탈 또는 Stop 301.13,"20D high 근접, MACD 완만개선",,현재 Vol 0.80x,329.88,301.13,392.2,14.0,4618.0,1223336041,3,False
SPOT,Communication Services,WATCH_BREAKOUT,WATCH_BREAKOUT,514.94,1434862.0,1.29,0.73,2.14,43,0.93,68.8,5.61,20.0,종목 2.2% vs SPY -1.2%,34.4,트리거: 515.12 상향 돌파(20D High),515.12 돌파+거래량 동반 시,SMA50(515.89) 이탈 또는 Stop 457.13,"20D high 근접, MACD 완만개선, RSI 69",,현재 Vol 0.93x,514.94,457.13,638.56,7.0,3605.0,1972795429,3,False
ROKU,Communication Services,WATCH_BREAKOUT,WATCH_BREAKOUT,98.41,196646.0,1.07,0.68,2.05,18,0.99,64.6,5.31,46.0,종목 -2.0% vs SPY -1.2%,15.6,트리거: 99.88 상향 돌파(20D High),99.88 돌파+거래량 동반 시,SMA50(101.06) 이탈 또는 Stop 87.96,"MACD 완만개선, RSI 65",,현재 Vol 0.99x,98.41,87.96,119.82,39.0,3838.0,430778949,3,False
KNX,Industrials,WATCH_BREAKOUT,WATCH_BREAKOUT,62.92,141529.0,1.55,0.84,2.02,52,1.07,58.9,3.67,21.8,종목 12.7% vs SPY -1.2%,0.1,트리거: 62.63 상향 돌파(20D High),62.63 돌파+거래량 동반 시,SMA50(56.92) 이탈 또는 Stop 58.30,"20D high 근접, MACD 상향크로스, RSI 59",CROSS_UP,현재 Vol 1.07x,62.92,58.3,72.25,89.0,5600.0,194246123,3,False
PG,Consumer Defensive,WATCH_BREAKOUT,WATCH_BREAKOUT,167.2,5445170.0,1.48,0.82,2.02,51,1.27,66.6,1.94,44.2,종목 11.5% vs SPY -1.2%,7.1,트리거: 166.87 상향 돌파(20D High),166.87 돌파+거래량 동반 시,SMA50(150.76) 이탈 또는 Stop 160.71,"20D high 근접, Vol 1.3x (약), MACD 완만개선, RSI 67",,현재 Vol 1.27x,167.2,160.71,180.33,63.0,10534.0,1872546593,3,False
MCD,Consumer Cyclical,WATCH_BREAKOUT,WATCH_BREAKOUT,341.06,3417896.0,1.36,0.78,2.02,43,1.16,69.2,1.75,58.7,종목 8.1% vs SPY -1.2%,0.1,트리거: 336.94 상향 돌파(20D High),336.94 돌파+거래량 동반 시,SMA50(316.75) 이탈 또는 Stop 329.13,"20D high 근접, MACD 완만개선, RSI 69",,현재 Vol 1.16x,341.06,329.13,365.11,34.0,11596.0,1207424488,3,False
AG,Basic Materials,WATCH_BREAKOUT,WATCH_BREAKOUT,32.01,164826.0,0.88,0.62,2.02,33,0.84,78.7,5.91,31.2,종목 27.2% vs SPY -1.2%,0.1,트리거: 31.20 상향 돌파(20D High),31.20 돌파+거래량 동반 시,SMA50(21.64) 이탈 또는 Stop 28.23,"20D high 근접, MACD 완만개선",,현재 Vol 0.84x,32.01,28.23,39.66,109.0,3489.0,667787213,3,False
SA,Basic Materials,WATCH_BREAKOUT,WATCH_BREAKOUT,39.35,53054.0,0.88,0.62,2.02,33,0.85,77.1,5.13,28.7,종목 17.3% vs SPY -1.2%,0.1,트리거: 38.75 상향 돌파(20D High),38.75 돌파+거래량 동반 시,SMA50(32.26) 이탈 또는 Stop 35.31,"20D high 근접, MACD 완만개선",,현재 Vol 0.85x,39.35,35.31,47.51,102.0,4014.0,34140256,3,False
WM,Industrials,WATCH_BREAKOUT,WATCH_BREAKOUT,240.84,1384802.0,1.45,0.81,2.01,52,1.08,69.5,2.1,30.5,종목 7.9% vs SPY -1.2%,0.7,트리거: 238.56 상향 돌파(20D High),238.56 돌파+거래량 동반 시,SMA50(225.15) 이탈 또는 Stop 230.75,"20D high 근접, MACD 상향크로스, RSI 69",CROSS_UP,현재 Vol 1.08x,240.84,230.75,261.14,41.0,9874.0,555720500,3,False
HSY,Consumer Defensive,WATCH_BREAKOUT,WATCH_BREAKOUT,236.28,679849.0,1.5,0.83,2.01,52,0.92,56.2,2.39,49.7,종목 24.0% vs SPY -1.2%,0.2,트리거: 234.87 상향 돌파(20D High),234.87 돌파+거래량 동반 시,SMA50(201.85) 이탈 또는 Stop 225.00,"20D high 근접, MACD 상향크로스, RSI 56",CROSS_UP,현재 Vol 0.92x,236.28,225.0,258.95,36.0,8506.0,553644727,3,False
CL,Consumer Defensive,WATCH_BREAKOUT,WATCH_BREAKOUT,99.14,1143833.0,1.28,0.76,2.01,43,0.85,67.0,1.91,68.7,종목 16.3% vs SPY -1.2%,1.0,트리거: 98.20 상향 돌파(20D High),98.20 돌파+거래량 동반 시,SMA50(86.99) 이탈 또는 Stop 95.36,"20D high 근접, MACD 완만개선, RSI 67",,현재 Vol 0.85x,99.14,95.36,106.74,109.0,10806.0,683093692,3,False
HAL,Energy,WATCH_BREAKOUT,WATCH_BREAKOUT,36.0,436624.0,1.38,0.79,2.0,43,0.86,57.1,3.19,15.0,종목 7.8% vs SPY -1.2%,0.5,트리거: 36.18 상향 돌파(20D High),36.18 돌파+거래량 동반 시,SMA50(32.37) 이탈 또는 Stop 33.71,"20D high 근접, MACD 완만개선, RSI 57",,현재 Vol 0.86x,36.0,33.71,40.58,180.0,6480.0,406552563,3,False
COP,Energy,WATCH_BREAKOUT,WATCH_BREAKOUT,113.46,1946944.0,1.3,0.77,2.0,40,1.13,65.5,2.46,35.1,종목 10.4% vs SPY -1.2%,0.3,트리거: 113.80 상향 돌파(20D High),113.80 돌파+거래량 동반 시,SMA50(101.19) 이탈 또는 Stop 107.89,"20D high 근접, RSI 65",,현재 Vol 1.13x,113.46,107.89,124.62,74.0,8396.0,867119701,3,False
